pred_date,itemkind,price_pred,itemnm,kindnm
2021-09-19,건고추-화건(1kg),25789.247837472445,건고추,화건(1kg)
2021-09-20,건고추-화건(1kg),27685.014560650005,건고추,화건(1kg)
2021-09-21,건고추-화건(1kg),27642.50966678688,건고추,화건(1kg)
2021-09-22,건고추-화건(1kg),27517.9652410441,건고추,화건(1kg)
2021-09-23,건고추-화건(1kg),27476.9014058655,건고추,화건(1kg)
2021-09-24,건고추-화건(1kg),27401.33113279699,건고추,화건(1kg)
2021-09-25,건고추-화건(1kg),27344.83861714957,건고추,화건(1kg)
2021-09-26,건고추-화건(1kg),25321.908865928017,건고추,화건(1kg)
2021-09-27,건고추-화건(1kg),27163.93826493759,건고추,화건(1kg)
2021-09-28,건고추-화건(1kg),27084.943079439156,건고추,화건(1kg)
2021-09-29,건고추-화건(1kg),26944.153787071275,건고추,화건(1kg)
2021-09-30,건고추-화건(1kg),26906.43405727494,건고추,화건(1kg)
2021-10-01,건고추-화건(1kg),26852.195980620163,건고추,화건(1kg)
2021-10-02,건고추-화건(1kg),26833.387749439553,건고추,화건(1kg)
2021-10-03,건고추-화건(1kg),24858.68454823076,건고추,화건(1kg)
2021-10-04,건고추-화건(1kg),26768.245505686984,건고추,화건(1kg)
2021-10-05,건고추-화건(1kg),26762.638686784543,건고추,화건(1kg)
2021-10-06,건고추-화건(1kg),26702.023952607982,건고추,화건(1kg)
2021-10-07,건고추-화건(1kg),26748.93149322066,건고추,화건(1kg)
2021-10-08,건고추-화건(1kg),26780.918077536317,건고추,화건(1kg)
2021-10-09,건고추-화건(1kg),26847.483368556786,건고추,화건(1kg)
2021-10-10,건고추-화건(1kg),24951.129883196947,건고추,화건(1kg)
2021-10-11,건고추-화건(1kg),26940.862553734878,건고추,화건(1kg)
2021-10-12,건고추-화건(1kg),27004.31521494821,건고추,화건(1kg)
2021-10-13,건고추-화건(1kg),27003.496383782545,건고추,화건(1kg)
2021-10-14,건고추-화건(1kg),27099.89200717224,건고추,화건(1kg)
2021-09-17,건고추-햇산화건(1kg),0.0,건고추,햇산화건(1kg)
2021-09-18,건고추-햇산화건(1kg),0.0,건고추,햇산화건(1kg)
2021-09-19,건고추-햇산화건(1kg),0.0,건고추,햇산화건(1kg)
2021-09-20,건고추-햇산화건(1kg),0.0,건고추,햇산화건(1kg)
2021-09-21,건고추-햇산화건(1kg),0.0,건고추,햇산화건(1kg)
2021-09-22,건고추-햇산화건(1kg),0.0,건고추,햇산화건(1kg)
2021-09-23,건고추-햇산화건(1kg),0.0,건고추,햇산화건(1kg)
2021-09-24,건고추-햇산화건(1kg),0.0,건고추,햇산화건(1kg)
2021-09-25,건고추-햇산화건(1kg),0.0,건고추,햇산화건(1kg)
2021-09-26,건고추-햇산화건(1kg),63.679538293144724,건고추,햇산화건(1kg)
2021-09-27,건고추-햇산화건(1kg),0.0,건고추,햇산화건(1kg)
2021-09-28,건고추-햇산화건(1kg),15.42416790954907,건고추,햇산화건(1kg)
2021-09-29,건고추-햇산화건(1kg),230.03027338968118,건고추,햇산화건(1kg)
2021-09-30,건고추-햇산화건(1kg),407.56769989153366,건고추,햇산화건(1kg)
2021-10-01,건고추-햇산화건(1kg),539.1661398932995,건고추,햇산화건(1kg)
2021-10-02,건고추-햇산화건(1kg),706.2089704272007,건고추,햇산화건(1kg)
2021-10-03,건고추-햇산화건(1kg),1229.8766806889284,건고추,햇산화건(1kg)
2021-10-04,건고추-햇산화건(1kg),832.9371301341578,건고추,햇산화건(1kg)
2021-10-05,건고추-햇산화건(1kg),876.22410727699,건고추,햇산화건(1kg)
2021-10-06,건고추-햇산화건(1kg),909.0513194012253,건고추,햇산화건(1kg)
2021-10-07,건고추-햇산화건(1kg),893.8321119988963,건고추,햇산화건(1kg)
2021-10-08,건고추-햇산화건(1kg),828.0094565362416,건고추,햇산화건(1kg)
2021-10-09,건고추-햇산화건(1kg),799.0868620372541,건고추,햇산화건(1kg)
2021-10-10,건고추-햇산화건(1kg),1134.0207160421387,건고추,햇산화건(1kg)
2021-10-11,건고추-햇산화건(1kg),560.8376984735867,건고추,햇산화건(1kg)
2021-10-12,건고추-햇산화건(1kg),445.06709055821347,건고추,햇산화건(1kg)
2021-10-13,건고추-햇산화건(1kg),339.97249874472254,건고추,햇산화건(1kg)
2021-10-14,건고추-햇산화건(1kg),211.1317400148986,건고추,햇산화건(1kg)
2021-09-17,풋고추-풋고추(1kg),6654.321457536811,풋고추,풋고추(1kg)
2021-09-18,풋고추-풋고추(1kg),6620.727771592699,풋고추,풋고추(1kg)
2021-09-19,풋고추-풋고추(1kg),6388.875782711911,풋고추,풋고추(1kg)
2021-09-20,풋고추-풋고추(1kg),6658.769120502497,풋고추,풋고추(1kg)
2021-09-21,풋고추-풋고추(1kg),6667.71284049303,풋고추,풋고추(1kg)
2021-09-22,풋고추-풋고추(1kg),6457.231838968589,풋고추,풋고추(1kg)
2021-09-23,풋고추-풋고추(1kg),6223.29472222134,풋고추,풋고추(1kg)
2021-09-24,풋고추-풋고추(1kg),6167.323229702069,풋고추,풋고추(1kg)
2021-09-25,풋고추-풋고추(1kg),6058.8310533441745,풋고추,풋고추(1kg)
2021-09-26,풋고추-풋고추(1kg),5758.03791444459,풋고추,풋고추(1kg)
2021-09-27,풋고추-풋고추(1kg),5966.506145225328,풋고추,풋고추(1kg)
2021-09-28,풋고추-풋고추(1kg),5921.608219075185,풋고추,풋고추(1kg)
2021-09-29,풋고추-풋고추(1kg),5665.593151627868,풋고추,풋고추(1kg)
2021-09-30,풋고추-풋고추(1kg),5395.179789149748,풋고추,풋고추(1kg)
2021-10-01,풋고추-풋고추(1kg),5312.415222034331,풋고추,풋고추(1kg)
2021-10-02,풋고추-풋고추(1kg),5186.890278603941,풋고추,풋고추(1kg)
2021-10-03,풋고추-풋고추(1kg),4878.847119187662,풋고추,풋고추(1kg)
2021-10-04,풋고추-풋고추(1kg),5090.5284544880315,풋고추,풋고추(1kg)
2021-10-05,풋고추-풋고추(1kg),5058.45003695654,풋고추,풋고추(1kg)
2021-10-06,풋고추-풋고추(1kg),4824.630757083009,풋고추,풋고추(1kg)
2021-10-07,풋고추-풋고추(1kg),4585.571578453875,풋고추,풋고추(1kg)
2021-10-08,풋고추-풋고추(1kg),4542.979367714362,풋고추,풋고추(1kg)
2021-10-09,풋고추-풋고추(1kg),4465.575365897367,풋고추,풋고추(1kg)
2021-10-10,풋고추-풋고추(1kg),4212.712163472797,풋고추,풋고추(1kg)
2021-10-11,풋고추-풋고추(1kg),4486.450676138946,풋고추,풋고추(1kg)
2021-10-12,풋고추-풋고추(1kg),4521.651689890862,풋고추,풋고추(1kg)
2021-10-13,풋고추-풋고추(1kg),4359.382456874771,풋고추,풋고추(1kg)
2021-10-14,풋고추-풋고추(1kg),4195.292563334544,풋고추,풋고추(1kg)
2021-09-17,붉은고추-붉은고추(1kg),5283.366028702877,붉은고추,붉은고추(1kg)
2021-09-18,붉은고추-붉은고추(1kg),5136.983214253414,붉은고추,붉은고추(1kg)
2021-09-19,붉은고추-붉은고추(1kg),4314.78522343384,붉은고추,붉은고추(1kg)
2021-09-20,붉은고추-붉은고추(1kg),5468.37494858002,붉은고추,붉은고추(1kg)
2021-09-21,붉은고추-붉은고추(1kg),5586.504325773403,붉은고추,붉은고추(1kg)
2021-09-22,붉은고추-붉은고추(1kg),5639.238773832919,붉은고추,붉은고추(1kg)
2021-09-23,붉은고추-붉은고추(1kg),5673.793922023196,붉은고추,붉은고추(1kg)
2021-09-24,붉은고추-붉은고추(1kg),5782.528328297007,붉은고추,붉은고추(1kg)
2021-09-25,붉은고추-붉은고추(1kg),5634.082842612762,붉은고추,붉은고추(1kg)
2021-09-26,붉은고추-붉은고추(1kg),4811.37713276483,붉은고추,붉은고추(1kg)
2021-09-27,붉은고추-붉은고추(1kg),5969.210923710458,붉은고추,붉은고추(1kg)
2021-09-28,붉은고추-붉은고추(1kg),6093.301521742066,붉은고추,붉은고추(1kg)
2021-09-29,붉은고추-붉은고추(1kg),6154.9241250889645,붉은고추,붉은고추(1kg)
2021-09-30,붉은고추-붉은고추(1kg),6201.417759096669,붉은고추,붉은고추(1kg)
2021-10-01,붉은고추-붉은고추(1kg),6325.230199312025,붉은고추,붉은고추(1kg)
2021-10-02,붉은고추-붉은고추(1kg),6194.550636858721,붉은고추,붉은고추(1kg)
2021-10-03,붉은고추-붉은고추(1kg),5391.677619814275,붉은고추,붉은고추(1kg)
2021-10-04,붉은고추-붉은고추(1kg),6574.053108852094,붉은고추,붉은고추(1kg)
2021-10-05,붉은고추-붉은고추(1kg),6723.819620093351,붉은고추,붉은고추(1kg)
2021-10-06,붉은고추-붉은고추(1kg),6812.948593536459,붉은고추,붉은고추(1kg)
2021-10-07,붉은고추-붉은고추(1kg),6888.4265342447725,붉은고추,붉은고추(1kg)
2021-10-08,붉은고추-붉은고추(1kg),7042.361708169658,붉은고추,붉은고추(1kg)
2021-10-09,붉은고추-붉은고추(1kg),6942.118055325112,붉은고추,붉은고추(1kg)
2021-10-10,붉은고추-붉은고추(1kg),6169.060734008265,붉은고추,붉은고추(1kg)
2021-10-11,붉은고추-붉은고추(1kg),7383.027342447767,붉은고추,붉은고추(1kg)
2021-10-12,붉은고추-붉은고추(1kg),7562.40717144925,붉은고추,붉은고추(1kg)
2021-10-13,붉은고추-붉은고추(1kg),7679.758297826236,붉은고추,붉은고추(1kg)
2021-10-14,붉은고추-붉은고추(1kg),7781.672862672064,붉은고추,붉은고추(1kg)
2021-09-17,양파-양파(1kg),924.3537589060136,양파,양파(1kg)
2021-09-18,양파-양파(1kg),896.382406297703,양파,양파(1kg)
2021-09-19,양파-양파(1kg),618.3184720004217,양파,양파(1kg)
2021-09-20,양파-양파(1kg),925.4430877583547,양파,양파(1kg)
2021-09-21,양파-양파(1kg),930.4960290205103,양파,양파(1kg)
2021-09-22,양파-양파(1kg),927.7227265605052,양파,양파(1kg)
2021-09-23,양파-양파(1kg),926.6361935724443,양파,양파(1kg)
2021-09-24,양파-양파(1kg),914.0698546155242,양파,양파(1kg)
2021-09-25,양파-양파(1kg),887.990027189082,양파,양파(1kg)
2021-09-26,양파-양파(1kg),612.0702122406215,양파,양파(1kg)
2021-09-27,양파-양파(1kg),921.2520035925205,양파,양파(1kg)
2021-09-28,양파-양파(1kg),928.5139238682374,양파,양파(1kg)
2021-09-29,양파-양파(1kg),927.9457550684788,양파,양파(1kg)
2021-09-30,양파-양파(1kg),929.0040822996048,양파,양파(1kg)
2021-10-01,양파-양파(1kg),918.4786714002133,양파,양파(1kg)
2021-10-02,양파-양파(1kg),894.2948778350051,양파,양파(1kg)
2021-10-03,양파-양파(1kg),620.1713506401809,양파,양파(1kg)
2021-10-04,양파-양파(1kg),930.7434951502842,양파,양파(1kg)
2021-10-05,양파-양파(1kg),939.2703555158179,양파,양파(1kg)
2021-10-06,양파-양파(1kg),939.7347102695106,양파,양파(1kg)
2021-10-07,양파-양파(1kg),941.5904947851981,양파,양파(1kg)
2021-10-08,양파-양파(1kg),931.6408635031667,양파,양파(1kg)
2021-10-09,양파-양파(1kg),907.8285968285231,양파,양파(1kg)
2021-10-10,양파-양파(1kg),633.9752860635735,양파,양파(1kg)
2021-10-11,양파-양파(1kg),944.4654751177846,양파,양파(1kg)
2021-10-12,양파-양파(1kg),952.8898321368995,양파,양파(1kg)
2021-10-13,양파-양파(1kg),953.1694234977717,양파,양파(1kg)
2021-10-14,양파-양파(1kg),954.7936473878977,양파,양파(1kg)
2021-09-17,양파-햇양파(1kg),1.4412778088734346,양파,햇양파(1kg)
2021-09-18,양파-햇양파(1kg),1.5979129720950669,양파,햇양파(1kg)
2021-09-19,양파-햇양파(1kg),1.592252057932447,양파,햇양파(1kg)
2021-09-20,양파-햇양파(1kg),0.8671110713564865,양파,햇양파(1kg)
2021-09-21,양파-햇양파(1kg),1.0071142611035497,양파,햇양파(1kg)
2021-09-22,양파-햇양파(1kg),0.8648889809795275,양파,햇양파(1kg)
2021-09-23,양파-햇양파(1kg),0.4262001753773794,양파,햇양파(1kg)
2021-09-24,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-09-25,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-09-26,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-09-27,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-09-28,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-09-29,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-09-30,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-10-01,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-10-02,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-10-03,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-10-04,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-10-05,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-10-06,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-10-07,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-10-08,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-10-09,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-10-10,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-10-11,양파-햇양파(1kg),0.0,양파,햇양파(1kg)
2021-10-12,양파-햇양파(1kg),0.07459157503331418,양파,햇양파(1kg)
2021-10-13,양파-햇양파(1kg),0.38892923016405073,양파,햇양파(1kg)
2021-10-14,양파-햇양파(1kg),0.45891059883264973,양파,햇양파(1kg)
2021-09-17,파-대파(1kg),2815.82373660918,파,대파(1kg)
2021-09-18,파-대파(1kg),2770.9686568977368,파,대파(1kg)
2021-09-19,파-대파(1kg),2491.677382779023,파,대파(1kg)
2021-09-20,파-대파(1kg),2901.5842367831247,파,대파(1kg)
2021-09-21,파-대파(1kg),2904.9671577808335,파,대파(1kg)
2021-09-22,파-대파(1kg),2889.860133735073,파,대파(1kg)
2021-09-23,파-대파(1kg),2896.531583251584,파,대파(1kg)
2021-09-24,파-대파(1kg),2888.54555174163,파,대파(1kg)
2021-09-25,파-대파(1kg),2828.8207999034034,파,대파(1kg)
2021-09-26,파-대파(1kg),2533.6383220153434,파,대파(1kg)
2021-09-27,파-대파(1kg),2927.2859569754614,파,대파(1kg)
2021-09-28,파-대파(1kg),2913.663727994326,파,대파(1kg)
2021-09-29,파-대파(1kg),2881.208179469999,파,대파(1kg)
2021-09-30,파-대파(1kg),2870.4186194461054,파,대파(1kg)
2021-10-01,파-대파(1kg),2845.0553585773564,파,대파(1kg)
2021-10-02,파-대파(1kg),2768.234687408245,파,대파(1kg)
2021-10-03,파-대파(1kg),2456.3572370638867,파,대파(1kg)
2021-10-04,파-대파(1kg),2834.3987132511165,파,대파(1kg)
2021-10-05,파-대파(1kg),2805.89184531677,파,대파(1kg)
2021-10-06,파-대파(1kg),2759.6623205089704,파,대파(1kg)
2021-10-07,파-대파(1kg),2736.4030058329895,파,대파(1kg)
2021-10-08,파-대파(1kg),2700.0097719372784,파,대파(1kg)
2021-10-09,파-대파(1kg),2613.713315790847,파,대파(1kg)
2021-10-10,파-대파(1kg),2293.9297182646287,파,대파(1kg)
2021-10-11,파-대파(1kg),2666.1990296376457,파,대파(1kg)
2021-10-12,파-대파(1kg),2633.5459002033767,파,대파(1kg)
2021-10-13,파-대파(1kg),2585.0294909240138,파,대파(1kg)
2021-10-14,파-대파(1kg),2561.3683182678087,파,대파(1kg)
2021-09-17,생강-국산(1kg),9080.800683676638,생강,국산(1kg)
2021-09-18,생강-국산(1kg),8870.169943917846,생강,국산(1kg)
2021-09-19,생강-국산(1kg),6460.375399428845,생강,국산(1kg)
2021-09-20,생강-국산(1kg),8741.646325603257,생강,국산(1kg)
2021-09-21,생강-국산(1kg),8605.5650437385,생강,국산(1kg)
2021-09-22,생강-국산(1kg),8532.963246363177,생강,국산(1kg)
2021-09-23,생강-국산(1kg),8391.342758549094,생강,국산(1kg)
2021-09-24,생강-국산(1kg),8306.175380115421,생강,국산(1kg)
2021-09-25,생강-국산(1kg),8101.373632564741,생강,국산(1kg)
2021-09-26,생강-국산(1kg),5691.998023202509,생강,국산(1kg)
2021-09-27,생강-국산(1kg),7982.424922212244,생강,국산(1kg)
2021-09-28,생강-국산(1kg),7849.337364125786,생강,국산(1kg)
2021-09-29,생강-국산(1kg),7778.719543161454,생강,국산(1kg)
2021-09-30,생강-국산(1kg),7637.8787758408835,생강,국산(1kg)
2021-10-01,생강-국산(1kg),7552.717677185537,생강,국산(1kg)
2021-10-02,생강-국산(1kg),7347.0356992341885,생강,국산(1kg)
2021-10-03,생강-국산(1kg),4931.890522128058,생강,국산(1kg)
2021-10-04,생강-국산(1kg),7226.391242213835,생강,국산(1kg)
2021-10-05,생강-국산(1kg),7092.868788417266,생강,국산(1kg)
2021-10-06,생강-국산(1kg),7022.952527493342,생강,국산(1kg)
2021-10-07,생강-국산(1kg),6884.178956226563,생강,국산(1kg)
2021-10-08,생강-국산(1kg),6803.223713316402,생강,국산(1kg)
2021-10-09,생강-국산(1kg),6604.02371477767,생강,국산(1kg)
2021-10-10,생강-국산(1kg),4193.785046358213,생강,국산(1kg)
2021-10-11,생강-국산(1kg),6506.3966002759635,생강,국산(1kg)
2021-10-12,생강-국산(1kg),6389.7781261785885,생강,국산(1kg)
2021-10-13,생강-국산(1kg),6341.039887391797,생강,국산(1kg)
2021-10-14,생강-국산(1kg),6227.681905524336,생강,국산(1kg)
2021-09-17,가지-가지(1kg),3941.2928848471256,가지,가지(1kg)
2021-09-18,가지-가지(1kg),3926.161739553438,가지,가지(1kg)
2021-09-19,가지-가지(1kg),3535.375162732897,가지,가지(1kg)
2021-09-20,가지-가지(1kg),3920.0165013898545,가지,가지(1kg)
2021-09-21,가지-가지(1kg),3913.830206451227,가지,가지(1kg)
2021-09-22,가지-가지(1kg),3903.6523169756038,가지,가지(1kg)
2021-09-23,가지-가지(1kg),3954.889831028131,가지,가지(1kg)
2021-09-24,가지-가지(1kg),4029.1476297951303,가지,가지(1kg)
2021-09-25,가지-가지(1kg),4024.47361918361,가지,가지(1kg)
2021-09-26,가지-가지(1kg),3642.710617411946,가지,가지(1kg)
2021-09-27,가지-가지(1kg),4035.834751738917,가지,가지(1kg)
2021-09-28,가지-가지(1kg),4036.2687371209686,가지,가지(1kg)
2021-09-29,가지-가지(1kg),4031.0928354653643,가지,가지(1kg)
2021-09-30,가지-가지(1kg),4085.7033172949023,가지,가지(1kg)
2021-10-01,가지-가지(1kg),4161.656307017146,가지,가지(1kg)
2021-10-02,가지-가지(1kg),4156.955075099106,가지,가지(1kg)
2021-10-03,가지-가지(1kg),3773.273689679044,가지,가지(1kg)
2021-10-04,가지-가지(1kg),4163.897360943789,가지,가지(1kg)
2021-10-05,가지-가지(1kg),4160.361466107272,가지,가지(1kg)
2021-10-06,가지-가지(1kg),4150.429855911144,가지,가지(1kg)
2021-10-07,가지-가지(1kg),4199.9186504111185,가지,가지(1kg)
2021-10-08,가지-가지(1kg),4270.7430236491855,가지,가지(1kg)
2021-10-09,가지-가지(1kg),4261.232862747532,가지,가지(1kg)
2021-10-10,가지-가지(1kg),3873.2150277459805,가지,가지(1kg)
2021-10-11,가지-가지(1kg),4261.54353921165,가지,가지(1kg)
2021-10-12,가지-가지(1kg),4257.05370062625,가지,가지(1kg)
2021-10-13,가지-가지(1kg),4248.298930522933,가지,가지(1kg)
2021-10-14,가지-가지(1kg),4301.53322539368,가지,가지(1kg)
2021-09-17,미나리-미나리(1kg),7142.512772546355,미나리,미나리(1kg)
2021-09-18,미나리-미나리(1kg),7020.390031791144,미나리,미나리(1kg)
2021-09-19,미나리-미나리(1kg),5791.3040140738185,미나리,미나리(1kg)
2021-09-20,미나리-미나리(1kg),6939.253891164863,미나리,미나리(1kg)
2021-09-21,미나리-미나리(1kg),6740.704411203732,미나리,미나리(1kg)
2021-09-22,미나리-미나리(1kg),6576.526096279689,미나리,미나리(1kg)
2021-09-23,미나리-미나리(1kg),6414.1444835684015,미나리,미나리(1kg)
2021-09-24,미나리-미나리(1kg),6223.560198579196,미나리,미나리(1kg)
2021-09-25,미나리-미나리(1kg),6107.31122764227,미나리,미나리(1kg)
2021-09-26,미나리-미나리(1kg),4894.562127290627,미나리,미나리(1kg)
2021-09-27,미나리-미나리(1kg),6073.481599316075,미나리,미나리(1kg)
2021-09-28,미나리-미나리(1kg),5914.634724894304,미나리,미나리(1kg)
2021-09-29,미나리-미나리(1kg),5799.758394505481,미나리,미나리(1kg)
2021-09-30,미나리-미나리(1kg),5695.032086278076,미나리,미나리(1kg)
2021-10-01,미나리-미나리(1kg),5569.060460918783,미나리,미나리(1kg)
2021-10-02,미나리-미나리(1kg),5523.045124965037,미나리,미나리(1kg)
2021-10-03,미나리-미나리(1kg),4382.991148271877,미나리,미나리(1kg)
2021-10-04,미나리-미나리(1kg),5640.213839083325,미나리,미나리(1kg)
2021-10-05,미나리-미나리(1kg),5558.569688942139,미나리,미나리(1kg)
2021-10-06,미나리-미나리(1kg),5520.086748159759,미나리,미나리(1kg)
2021-10-07,미나리-미나리(1kg),5489.370824427781,미나리,미나리(1kg)
2021-10-08,미나리-미나리(1kg),5433.558265208981,미나리,미나리(1kg)
2021-10-09,미나리-미나리(1kg),5452.698434366031,미나리,미나리(1kg)
2021-10-10,미나리-미나리(1kg),4370.072259064712,미나리,미나리(1kg)
2021-10-11,미나리-미나리(1kg),5680.816536909876,미나리,미나리(1kg)
2021-10-12,미나리-미나리(1kg),5642.975815087984,미나리,미나리(1kg)
2021-10-13,미나리-미나리(1kg),5639.964267991588,미나리,미나리(1kg)
2021-10-14,미나리-미나리(1kg),5636.078798477022,미나리,미나리(1kg)
2021-09-17,깻잎-깻잎(1kg),18132.888798134933,깻잎,깻잎(1kg)
2021-09-18,깻잎-깻잎(1kg),17948.482115184335,깻잎,깻잎(1kg)
2021-09-19,깻잎-깻잎(1kg),17333.769361360868,깻잎,깻잎(1kg)
2021-09-20,깻잎-깻잎(1kg),17499.565204435814,깻잎,깻잎(1kg)
2021-09-21,깻잎-깻잎(1kg),17435.546305928765,깻잎,깻잎(1kg)
2021-09-22,깻잎-깻잎(1kg),17094.0962317289,깻잎,깻잎(1kg)
2021-09-23,깻잎-깻잎(1kg),16721.743685430552,깻잎,깻잎(1kg)
2021-09-24,깻잎-깻잎(1kg),16641.364915431317,깻잎,깻잎(1kg)
2021-09-25,깻잎-깻잎(1kg),16395.680645703666,깻잎,깻잎(1kg)
2021-09-26,깻잎-깻잎(1kg),15736.36775604662,깻잎,깻잎(1kg)
2021-09-27,깻잎-깻잎(1kg),15874.793449469362,깻잎,깻잎(1kg)
2021-09-28,깻잎-깻잎(1kg),15799.245737587928,깻잎,깻잎(1kg)
2021-09-29,깻잎-깻잎(1kg),15461.166138254046,깻잎,깻잎(1kg)
2021-09-30,깻잎-깻잎(1kg),15106.123595667352,깻잎,깻잎(1kg)
2021-10-01,깻잎-깻잎(1kg),15055.891808573651,깻잎,깻잎(1kg)
2021-10-02,깻잎-깻잎(1kg),14851.351359700782,깻잎,깻잎(1kg)
2021-10-03,깻잎-깻잎(1kg),14242.377430125338,깻잎,깻잎(1kg)
2021-10-04,깻잎-깻잎(1kg),14439.544656144322,깻잎,깻잎(1kg)
2021-10-05,깻잎-깻잎(1kg),14428.671743198764,깻잎,깻잎(1kg)
2021-10-06,깻잎-깻잎(1kg),14159.45852679321,깻잎,깻잎(1kg)
2021-10-07,깻잎-깻잎(1kg),13876.004064363122,깻잎,깻잎(1kg)
2021-10-08,깻잎-깻잎(1kg),13898.75921640429,깻잎,깻잎(1kg)
2021-10-09,깻잎-깻잎(1kg),13766.82632908336,깻잎,깻잎(1kg)
2021-10-10,깻잎-깻잎(1kg),13228.607765633687,깻잎,깻잎(1kg)
2021-10-11,깻잎-깻잎(1kg),13494.459285832474,깻잎,깻잎(1kg)
2021-10-12,깻잎-깻잎(1kg),13548.520488975935,깻잎,깻잎(1kg)
2021-10-13,깻잎-깻잎(1kg),13339.722792596014,깻잎,깻잎(1kg)
2021-10-14,깻잎-깻잎(1kg),13111.814229108813,깻잎,깻잎(1kg)
2021-09-17,부추-부추(1kg),5289.006451899564,부추,부추(1kg)
2021-09-18,부추-부추(1kg),5337.378525860735,부추,부추(1kg)
2021-09-19,부추-부추(1kg),6711.3031456928065,부추,부추(1kg)
2021-09-20,부추-부추(1kg),5638.990585988306,부추,부추(1kg)
2021-09-21,부추-부추(1kg),5565.26562626364,부추,부추(1kg)
2021-09-22,부추-부추(1kg),5498.3947399859035,부추,부추(1kg)
2021-09-23,부추-부추(1kg),5481.423450989605,부추,부추(1kg)
2021-09-24,부추-부추(1kg),5624.524689991815,부추,부추(1kg)
2021-09-25,부추-부추(1kg),5767.492032530798,부추,부추(1kg)
2021-09-26,부추-부추(1kg),7230.498943967323,부추,부추(1kg)
2021-09-27,부추-부추(1kg),6236.415058570419,부추,부추(1kg)
2021-09-28,부추-부추(1kg),6232.734261111404,부추,부추(1kg)
2021-09-29,부추-부추(1kg),6225.823353271154,부추,부추(1kg)
2021-09-30,부추-부추(1kg),6258.198025221084,부추,부추(1kg)
2021-10-01,부추-부추(1kg),6439.838355756075,부추,부추(1kg)
2021-10-02,부추-부추(1kg),6610.324092281402,부추,부추(1kg)
2021-10-03,부추-부추(1kg),8091.485321183055,부추,부추(1kg)
2021-10-04,부추-부추(1kg),7102.60366059114,부추,부추(1kg)
2021-10-05,부추-부추(1kg),7095.639138263567,부추,부추(1kg)
2021-10-06,부추-부추(1kg),7076.852053125969,부추,부추(1kg)
2021-10-07,부추-부추(1kg),7089.9689198214855,부추,부추(1kg)
2021-10-08,부추-부추(1kg),7246.417478448635,부추,부추(1kg)
2021-10-09,부추-부추(1kg),7387.058745020678,부추,부추(1kg)
2021-10-10,부추-부추(1kg),8836.687500149314,부추,부추(1kg)
2021-10-11,부추-부추(1kg),7812.081664651459,부추,부추(1kg)
2021-10-12,부추-부추(1kg),7770.49720428126,부추,부추(1kg)
2021-10-13,부추-부추(1kg),7718.639305353386,부추,부추(1kg)
2021-10-14,부추-부추(1kg),7701.702039744678,부추,부추(1kg)
2021-09-17,피망-청(1kg),7403.254098241193,피망,청(1kg)
2021-09-18,피망-청(1kg),7525.958345651224,피망,청(1kg)
2021-09-19,피망-청(1kg),6078.337934657861,피망,청(1kg)
2021-09-20,피망-청(1kg),7393.656031144212,피망,청(1kg)
2021-09-21,피망-청(1kg),7350.1190080949955,피망,청(1kg)
2021-09-22,피망-청(1kg),7160.712804957289,피망,청(1kg)
2021-09-23,피망-청(1kg),6905.291527499331,피망,청(1kg)
2021-09-24,피망-청(1kg),6727.845356256586,피망,청(1kg)
2021-09-25,피망-청(1kg),6750.833764464393,피망,청(1kg)
2021-09-26,피망-청(1kg),5210.097900414129,피망,청(1kg)
2021-09-27,피망-청(1kg),6445.263659973995,피망,청(1kg)
2021-09-28,피망-청(1kg),6329.590049001684,피망,청(1kg)
2021-09-29,피망-청(1kg),6078.031196380026,피망,청(1kg)
2021-09-30,피망-청(1kg),5770.782786165153,피망,청(1kg)
2021-10-01,피망-청(1kg),5552.139054814439,피망,청(1kg)
2021-10-02,피망-청(1kg),5544.721423178997,피망,청(1kg)
2021-10-03,피망-청(1kg),3981.939214698902,피망,청(1kg)
2021-10-04,피망-청(1kg),5208.948491807789,피망,청(1kg)
2021-10-05,피망-청(1kg),5093.282336971296,피망,청(1kg)
2021-10-06,피망-청(1kg),4851.146304471497,피망,청(1kg)
2021-10-07,피망-청(1kg),4562.427709429882,피망,청(1kg)
2021-10-08,피망-청(1kg),4371.144056174912,피망,청(1kg)
2021-10-09,피망-청(1kg),4399.566915265435,피망,청(1kg)
